gid	gname	t0	t5	t10	t15	t20	t25	t30	t35	t40	t45	t50	t55	t60	t65	t70	t75	t80	t85	t90	t95	t100	t105	t110	t115	t120
YBR129C	OPY1	-0.08911	-0.1454	-0.1914	-0.226	-0.2496	-0.2606	-0.2558	-0.2364	-0.2072	-0.1701	-0.1167	-0.05142	0.004985	0.04357	0.06807	0.07669	0.07348	0.06344	0.04612	0.01134	-0.03002	-0.04683	-0.0297	0.01335	0.0874
YBR131W	CCZ1	0.0306	-0.1058	-0.1972	-0.25	-0.2563	-0.2259	-0.1925	-0.1612	-0.1244	-0.09545	-0.08868	-0.1012	-0.1213	-0.1454	-0.1665	-0.1675	-0.1399	-0.103	-0.08154	-0.08631	-0.1017	-0.1128	-0.1151	-0.1139	-0.1084
YBR132C	AGP2	-0.2774	-0.28	-0.2758	-0.2689	-0.2614	-0.2545	-0.2515	-0.2465	-0.2354	-0.2234	-0.2251	-0.2414	-0.2578	-0.2601	-0.2497	-0.2359	-0.2312	-0.2321	-0.2236	-0.1885	-0.1479	-0.1441	-0.1876	-0.2623	-0.3704
YBR133C	HSL7	0.08143	-0.1455	-0.2699	-0.3051	-0.2175	-0.04119	0.1091	0.1851	0.2285	0.2589	0.2793	0.2765	0.2458	0.1754	0.09242	0.05143	0.08119	0.1498	0.2204	0.2869	0.3539	0.4014	0.4229	0.4242	0.404
YBR135W	CKS1	-0.2513	-0.146	-0.05389	0.02235	0.07847	0.1121	0.1233	0.1186	0.1075	0.09426	0.07429	0.0493	0.03305	0.02914	0.03449	0.0528	0.08636	0.1225	0.1423	0.1348	0.1109	0.08495	0.06243	0.04004	0.01865
YBR136W	ESR1	0.1151	0.09476	0.07948	0.06689	0.05223	0.03711	0.02876	0.03399	0.05192	0.07823	0.1131	0.1456	0.1542	0.1251	0.07862	0.04537	0.04628	0.06887	0.09365	0.1145	0.1333	0.1426	0.139	0.1235	0.09525
YBR137W		0.524	0.401	0.2954	0.2098	0.149	0.1127	0.09643	0.09959	0.1175	0.139	0.1644	0.1913	0.2039	0.1921	0.1672	0.1453	0.1256	0.1087	0.1137	0.156	0.2174	0.267	0.2944	0.3064	0.2974
YBR138C	HDR1	-0.1861	-0.2475	-0.2811	-0.2851	-0.2636	-0.2113	-0.1126	0.06838	0.3079	0.5331	0.7238	0.8574	0.8572	0.6572	0.3526	0.1087	-0.006355	-0.04594	-0.02646	0.0536	0.174	0.2856	0.3747	0.4581	0.5325
YBR139W		0.2301	0.2628	0.2305	0.1452	-0.03956	-0.2818	-0.4366	-0.4189	-0.2823	-0.09007	0.1608	0.4322	0.5991	0.5993	0.4934	0.3398	0.1484	-0.06183	-0.2189	-0.3103	-0.3486	-0.2997	-0.154	0.0791	0.4048
YBR140C	IRA1	0.1963	0.1552	0.1106	0.0616	-0.004458	-0.08054	-0.1384	-0.161	-0.1456	-0.08551	0.03271	0.1704	0.2564	0.2568	0.2041	0.1266	0.02051	-0.09635	-0.1633	-0.1386	-0.05986	0.01517	0.06653	0.1079	0.1319
YBR141C		-0.2312	-0.3824	-0.4668	-0.4951	-0.4474	-0.3486	-0.2769	-0.2687	-0.2891	-0.3096	-0.3153	-0.3165	-0.3222	-0.3396	-0.3612	-0.3743	-0.3786	-0.3716	-0.3373	-0.2647	-0.1795	-0.1209	-0.09992	-0.1038	-0.1359
YBR142W	MAK5	-0.2953	-0.4835	-0.6029	-0.6611	-0.6304	-0.5294	-0.4347	-0.3752	-0.3312	-0.3055	-0.3121	-0.3498	-0.3978	-0.4423	-0.4792	-0.5033	-0.5461	-0.5991	-0.5963	-0.4838	-0.3241	-0.2252	-0.2183	-0.2746	-0.4128
YBR143C	SUP45	0.04592	-0.07482	-0.1524	-0.1954	-0.1942	-0.1564	-0.1158	-0.08543	-0.05517	-0.02377	-0.003812	-0.006174	-0.027	-0.06262	-0.1073	-0.154	-0.1921	-0.2305	-0.2918	-0.4023	-0.5222	-0.575	-0.5398	-0.4396	-0.2644
YBR144C		-0.1127	-0.03575	0.00289	0.011	-0.01952	-0.07119	-0.09799	-0.08675	-0.06513	-0.04828	-0.03428	-0.01523	0.002667	0.01066	0.007305	-0.002621	-0.002474	0.01525	0.04162	0.06533	0.0749	0.06109	0.02194	-0.03554	-0.1071
YBR145W	ADH5	0.2871	0.459	0.5268	0.512	0.3887	0.1954	0.05006	0.006962	0.003289	-0.01849	-0.0836	-0.1563	-0.2026	-0.2021	-0.1751	-0.1489	-0.1414	-0.1481	-0.1622	-0.1714	-0.1672	-0.1483	-0.1173	-0.0825	-0.05016
YBR146W	MRPS9	0.1201	0.0208	-0.05727	-0.1163	-0.1585	-0.1835	-0.1899	-0.1737	-0.1369	-0.08667	-0.02483	0.04649	0.1197	0.2049	0.289	0.3298	0.3158	0.2643	0.1756	0.02502	-0.153	-0.2696	-0.2984	-0.2636	-0.1519
YBR148W	YSW1	0.1079	0.0612	0.02274	-0.009177	-0.03761	-0.06184	-0.07788	-0.07681	-0.06462	-0.05965	-0.07726	-0.1048	-0.1185	-0.09817	-0.05752	-0.0238	-0.02388	-0.04267	-0.04459	-0.003009	0.05547	0.08665	0.0767	0.03447	-0.05025
YBR149W	ARA1	1.349	1.391	1.364	1.279	1.117	0.8999	0.6904	0.4934	0.3035	0.1702	0.1415	0.1967	0.2826	0.3796	0.4696	0.5005	0.4576	0.3801	0.2969	0.1936	0.08157	0.02762	0.05127	0.1333	0.2826
YBR150C		1.412	0.9598	0.5805	0.2785	0.08237	-0.009681	-0.03892	-0.02668	0.009555	0.03441	0.03286	0.02048	0.007846	0.00461	0.007146	0.006121	-0.01121	-0.03661	-0.04789	-0.03129	-0.003585	0.01153	0.00832	-0.006038	-0.03587
YBR151W		0.1471	0.2357	0.2763	0.2789	0.2289	0.148	0.1013	0.1231	0.1773	0.2228	0.248	0.2678	0.2802	0.2861	0.2858	0.2766	0.2548	0.2219	0.1838	0.1401	0.1037	0.1004	0.1349	0.194	0.277
YBR152W	SPP381	0.2859	0.1814	0.09834	0.03506	-0.006251	-0.03004	-0.04792	-0.06302	-0.06946	-0.06536	-0.04289	-0.01107	0.006633	-0.002314	-0.02223	-0.03424	-0.0251	-0.008677	-0.006729	-0.02498	-0.05148	-0.08154	-0.1157	-0.1591	-0.2143
YBR153W	RIB7	0.1141	-0.0621	-0.1893	-0.2721	-0.3018	-0.287	-0.258	-0.224	-0.1791	-0.131	-0.07575	-0.02371	-0.003948	-0.0368	-0.1033	-0.1736	-0.2378	-0.2922	-0.3159	-0.2993	-0.2597	-0.2161	-0.1747	-0.1297	-0.08237
YBR154C	RPB5	0.1367	0.05485	-0.01386	-0.06934	-0.1149	-0.148	-0.1602	-0.1362	-0.08398	-0.02938	0.01665	0.04802	0.04632	-0.003723	-0.07581	-0.126	-0.1347	-0.1244	-0.1143	-0.1153	-0.1205	-0.1229	-0.1189	-0.1076	-0.08522
YBR155W	CNS1	-0.1413	-0.2323	-0.2859	-0.3064	-0.2749	-0.2032	-0.1421	-0.1195	-0.1234	-0.1444	-0.1891	-0.2492	-0.2928	-0.3011	-0.2914	-0.2862	-0.3192	-0.3736	-0.396	-0.3427	-0.2493	-0.1817	-0.1611	-0.1752	-0.2399
YBR156C		0.04103	0.001342	-0.001353	0.02164	0.07808	0.1501	0.1881	0.1753	0.1348	0.07675	-0.01762	-0.1312	-0.2005	-0.1801	-0.09883	-0.003905	0.08321	0.1565	0.1918	0.1733	0.1197	0.05854	0.0004394	-0.06147	-0.1257
YBR158W		0.8808	-0.413	-1.352	-1.976	-2.213	-2.157	-2.088	-2.149	-2.228	-2.225	-2.041	-1.676	-1.18	-0.5251	0.1375	0.4922	0.3952	0.05046	-0.3361	-0.7519	-1.187	-1.439	-1.45	-1.276	-0.8905
YBR159W		0.1214	0.186	0.2192	0.2261	0.2001	0.1506	0.107	0.07132	0.03503	0.0114	0.01073	0.03156	0.06946	0.1381	0.2194	0.2615	0.2402	0.1836	0.1189	0.05015	-0.01414	-0.04081	-0.02366	0.02317	0.1023
YBR160W	CDC28	0.2447	0.3141	0.3487	0.3536	0.3237	0.2678	0.2111	0.1528	0.0934	0.05992	0.07707	0.1226	0.1531	0.1401	0.1004	0.05853	0.02801	0.00516	-0.01167	-0.02386	-0.02905	-0.02325	-0.00584	0.02122	0.05804
YBR161W		-0.2186	-0.07877	0.04518	0.1452	0.219	0.2557	0.2344	0.1365	-0.006396	-0.1391	-0.2529	-0.3465	-0.3754	-0.2976	-0.1511	-0.01175	0.09011	0.1604	0.178	0.1232	0.02892	-0.04733	-0.08882	-0.115	-0.123
YBR162C		-0.1659	-0.3764	-0.5078	-0.5674	-0.5108	-0.3725	-0.2792	-0.3193	-0.438	-0.5464	-0.5971	-0.6051	-0.5753	-0.5214	-0.4478	-0.3453	-0.1535	0.07226	0.1677	0.03089	-0.2183	-0.4117	-0.501	-0.5343	-0.4879
YBR162W-A	YSY6	-0.07695	-0.05656	-0.02483	0.01137	0.04156	0.06154	0.07394	0.09186	0.1161	0.131	0.1207	0.09654	0.08351	0.0927	0.1133	0.1374	0.172	0.2206	0.2692	0.3208	0.3622	0.3558	0.2924	0.1893	0.0492
YBR164C	ARL1	0.0914	0.03113	-0.03102	-0.08864	-0.1477	-0.1965	-0.202	-0.1401	-0.04188	0.04364	0.1049	0.15	0.1589	0.1035	0.006636	-0.07536	-0.1256	-0.15	-0.1264	-0.0278	0.1074	0.2026	0.235	0.2259	0.1648
YBR165W	UBS1	0.3996	0.2361	0.1189	0.04521	0.03138	0.06491	0.1001	0.1142	0.1157	0.1058	0.08376	0.05425	0.02606	-0.001566	-0.02844	-0.04435	-0.03463	-0.009939	0.001889	-0.009911	-0.03054	-0.04949	-0.06567	-0.0827	-0.09716
YBR166C	TYR1	0.5155	0.3781	0.2614	0.1696	0.1158	0.09486	0.08377	0.06289	0.03478	0.009863	0.01271	0.03696	0.04665	0.01443	-0.03852	-0.07538	-0.05932	-0.01148	0.01798	-0.006278	-0.05578	-0.08493	-0.08113	-0.05712	-0.005404
YBR167C	POP7	0.1785	0.06834	-0.01586	-0.07209	-0.08772	-0.06781	-0.03698	0.0002798	0.04518	0.08162	0.1045	0.113	0.09727	0.04441	-0.02834	-0.08531	-0.1099	-0.1166	-0.116	-0.1088	-0.09683	-0.09226	-0.09917	-0.1134	-0.1349
YBR168W		0.06256	0.07275	0.08026	0.08452	0.08615	0.08627	0.08504	0.08537	0.08757	0.08798	0.07804	0.05834	0.03893	0.0292	0.03136	0.04469	0.07697	0.1199	0.1487	0.1467	0.1196	0.07637	0.02221	-0.03971	-0.1033
YBR169C	SSE2	0.3243	0.4667	0.5486	0.5765	0.5327	0.4329	0.3335	0.2622	0.2053	0.1576	0.1143	0.08112	0.06854	0.08257	0.1157	0.1581	0.2213	0.2877	0.305	0.2338	0.125	0.06171	0.06912	0.1231	0.2325
YBR170C	NPL4	-0.07184	-0.01972	0.02205	0.05152	0.06705	0.06683	0.04866	-0.001073	-0.06418	-0.09515	-0.06431	-0.001426	0.04978	0.06987	0.07493	0.07461	0.08081	0.087	0.07514	0.02458	-0.0398	-0.06771	-0.04465	0.01389	0.1132
YBR171W	SEC66	-0.1955	-0.1128	-0.04331	0.01109	0.04652	0.06216	0.06087	0.04492	0.02227	0.004321	-0.005614	-0.0132	-0.02049	-0.03006	-0.04107	-0.05041	-0.05463	-0.05352	-0.04877	-0.044	-0.04442	-0.05411	-0.07266	-0.09487	-0.1176
YBR172C	SMY2	-0.06988	-0.1551	-0.2078	-0.232	-0.2207	-0.1838	-0.1503	-0.1267	-0.1053	-0.09396	-0.09873	-0.1178	-0.147	-0.1877	-0.2344	-0.2725	-0.304	-0.3262	-0.3178	-0.2582	-0.1729	-0.1095	-0.08244	-0.07876	-0.1054
YBR173C	UMP1	0.5075	0.4088	0.3119	0.22	0.1216	0.02381	-0.0425	-0.05353	-0.02511	0.01422	0.06416	0.1215	0.1532	0.1382	0.0977	0.06276	0.0565	0.06548	0.06591	0.03915	0.006668	0.004755	0.0427	0.1085	0.2064
YBR174C		-0.2976	-0.3883	-0.4189	-0.4002	-0.3154	-0.1901	-0.09899	-0.07836	-0.09491	-0.1188	-0.1463	-0.1806	-0.2016	-0.1954	-0.1592	-0.08998	0.0261	0.1532	0.2195	0.1864	0.103	0.02928	-0.01592	-0.05023	-0.06818
YBR175W		0.1035	-0.05304	-0.1546	-0.2067	-0.1963	-0.1387	-0.08168	-0.04007	-0.0008096	0.02999	0.04836	0.05812	0.06478	0.06795	0.06507	0.05841	0.03845	0.0103	-0.00189	0.02689	0.08158	0.1262	0.1476	0.1518	0.1315
YBR176W	ECM31	0.05453	0.009312	-0.01806	-0.03242	-0.031	-0.019	-0.01316	-0.02629	-0.04687	-0.05512	-0.04197	-0.01766	0.008605	0.0353	0.05971	0.07085	0.06453	0.04929	0.03326	0.01999	0.01225	0.01697	0.03479	0.06129	0.09579
YBR177C	EHT1	0.2158	0.154	0.08159	0.009896	-0.05293	-0.1015	-0.1282	-0.1346	-0.1423	-0.1742	-0.2327	-0.2871	-0.31	-0.2921	-0.2551	-0.2183	-0.1837	-0.1461	-0.1146	-0.09441	-0.08372	-0.08171	-0.08867	-0.1041	-0.1258
YBR179C	FZO1	0.0211	-0.0577	-0.1112	-0.1389	-0.1327	-0.098	-0.05418	-0.007206	0.04357	0.0885	0.1301	0.1745	0.2174	0.2529	0.2703	0.2578	0.1929	0.1013	0.04345	0.05542	0.1036	0.1434	0.161	0.1679	0.1576
YBR181C	RPS6B	0.06054	0.04365	0.02512	0.005011	-0.02043	-0.04794	-0.06695	-0.07688	-0.08004	-0.07007	-0.03941	0.00278	0.03775	0.05732	0.06416	0.05585	0.03065	-0.003723	-0.03557	-0.06172	-0.07954	-0.07808	-0.05515	-0.0155	0.04142
YBR182C	SMP1	0.3086	0.09575	-0.06126	-0.1644	-0.1842	-0.136	-0.08887	-0.08919	-0.1163	-0.1392	-0.1364	-0.12	-0.1097	-0.1252	-0.1546	-0.1691	-0.145	-0.09711	-0.0547	-0.03678	-0.03737	-0.04828	-0.06424	-0.08197	-0.0962
YBR183W		0.6663	0.5683	0.4444	0.3102	0.167	0.03367	-0.04781	-0.06942	-0.06604	-0.05996	-0.03755	0.01249	0.06443	0.09963	0.109	0.08141	-0.003555	-0.1086	-0.1589	-0.1169	-0.02704	0.06303	0.1386	0.211	0.272
YBR184W		0.05603	0.02588	0.03333	0.07063	0.1568	0.2706	0.3442	0.3414	0.2934	0.2331	0.1611	0.08057	0.02763	0.02496	0.06069	0.1193	0.1965	0.2841	0.3612	0.4263	0.4765	0.4888	0.4569	0.3883	0.28
YBR185C	MBA1	0.0944	0.04262	0.03454	0.05891	0.1289	0.2219	0.2732	0.2439	0.1807	0.1476	0.1778	0.2345	0.2769	0.2854	0.2776	0.2686	0.2658	0.264	0.2594	0.2539	0.2565	0.2741	0.3069	0.3501	0.4033
YBR186W	PCH2	-0.0878	-0.1324	-0.1503	-0.1468	-0.1153	-0.06714	-0.03417	-0.02677	-0.0325	-0.04897	-0.08371	-0.1285	-0.1571	-0.1574	-0.1389	-0.1086	-0.07864	-0.04632	0.00439	0.0946	0.1974	0.2567	0.2567	0.2137	0.1207
YBR187W		-0.6516	-0.4386	-0.2491	-0.08467	0.06127	0.1835	0.2628	0.2911	0.272	0.2038	0.0532	-0.1424	-0.2786	-0.2974	-0.2393	-0.1479	-0.04323	0.06003	0.1263	0.1567	0.1718	0.1651	0.1323	0.07012	-0.02637
YBR188C	NTC20	0.1595	0.05003	-0.0145	-0.04086	-0.01822	0.0375	0.07933	0.09246	0.08967	0.06532	0.0001229	-0.0895	-0.1556	-0.1662	-0.1365	-0.08884	-0.03712	0.01373	0.0546	0.09123	0.124	0.1355	0.1219	0.08904	0.0351
YBR189W	RPS9B	0.09474	-0.01943	-0.1028	-0.1575	-0.1752	-0.1616	-0.1389	-0.1191	-0.09925	-0.07983	-0.05651	-0.0281	0.0004148	0.02293	0.03548	0.03631	0.03142	0.03002	0.03514	0.04459	0.05166	0.0526	0.0469	0.03799	0.02804
YBR191W	RPL21A	-0.05094	-0.09581	-0.1328	-0.161	-0.1815	-0.1973	-0.2106	-0.2251	-0.2269	-0.191	-0.07668	0.07584	0.1699	0.1554	0.08874	0.03241	0.02552	0.04609	0.06515	0.06069	0.04315	0.03218	0.03143	0.03288	0.03866
YBR192W	RIM2	-0.382	-0.2457	-0.1454	-0.08243	-0.07521	-0.1145	-0.1606	-0.1936	-0.2138	-0.2112	-0.1789	-0.1241	-0.05762	0.02186	0.09817	0.1341	0.1067	0.04432	-0.01323	-0.05694	-0.0971	-0.1227	-0.1294	-0.1191	-0.09049
YBR193C	MED8	0.001046	-0.0005911	-0.01081	-0.02831	-0.06213	-0.1056	-0.1341	-0.1354	-0.1178	-0.08686	-0.03758	0.02325	0.07215	0.09143	0.08672	0.06957	0.05843	0.05083	0.02693	-0.03856	-0.1226	-0.1725	-0.1719	-0.133	-0.04577
YBR194W		0.2478	0.1744	0.1113	0.06195	0.03219	0.01707	0.004101	-0.01205	-0.02379	-0.02422	0.007103	0.06315	0.1097	0.1175	0.09769	0.0761	0.06716	0.06367	0.05913	0.04354	0.02439	0.02139	0.04117	0.07912	0.138
YBR195C	MSI1	-0.1483	-0.05381	0.02043	0.06916	0.07067	0.02938	-0.02078	-0.05881	-0.08472	-0.09609	-0.09527	-0.08574	-0.06677	-0.02506	0.02754	0.05402	0.02993	-0.01983	-0.05827	-0.06049	-0.04	-0.01736	-0.002349	0.004237	-0.004718
YBR196C	PGI1	-0.006575	0.04033	0.07638	0.1055	0.1389	0.1743	0.1949	0.1846	0.1465	0.09316	0.03282	-0.02101	-0.04802	-0.03734	-0.01243	-0.004519	-0.01882	-0.04552	-0.09331	-0.1753	-0.2617	-0.2964	-0.2656	-0.1881	-0.05683
YBR197C		0.1011	0.01706	-0.04297	-0.07779	-0.07178	-0.03351	0.002056	0.01408	0.01126	0.002875	0.0001719	0.00324	0.004601	-0.01267	-0.0433	-0.06145	-0.05005	-0.02338	-0.002672	-0.003071	-0.0232	-0.05953	-0.1065	-0.1581	-0.2102
YBR198C	TAF90	-0.09289	-0.2204	-0.2995	-0.3344	-0.3127	-0.2469	-0.1791	-0.1216	-0.06945	-0.03836	-0.04	-0.06328	-0.08984	-0.1117	-0.1298	-0.1394	-0.144	-0.1422	-0.121	-0.05944	0.02462	0.08524	0.1072	0.1016	0.0614
YBR199W	KTR4	0.6409	0.5135	0.3845	0.2631	0.1454	0.04448	-0.00527	0.02383	0.09966	0.167	0.2129	0.2512	0.2665	0.234	0.1709	0.1256	0.1465	0.201	0.2161	0.1362	0.009752	-0.07925	-0.1051	-0.08676	-0.007475
YBR200W	BEM1	0.2243	0.1267	-0.004677	-0.1587	-0.3706	-0.6072	-0.7547	-0.7391	-0.614	-0.4578	-0.2802	-0.09105	0.03214	0.05695	0.01314	-0.08379	-0.2658	-0.4873	-0.6165	-0.5829	-0.4648	-0.3541	-0.2782	-0.2135	-0.1751
YBR202W	CDC47	-0.3938	-0.005386	0.1583	0.134	-0.1885	-0.7081	-1.072	-1.096	-0.9031	-0.6004	-0.1712	0.3239	0.6613	0.7301	0.6188	0.403	0.08768	-0.2777	-0.5506	-0.6884	-0.726	-0.6365	-0.4157	-0.07556	0.3867
YBR203W		0.3631	0.2102	0.0751	-0.03581	-0.1227	-0.1806	-0.1949	-0.1557	-0.0823	-0.003551	0.09635	0.2119	0.2822	0.2634	0.1855	0.09857	0.03393	-0.01277	-0.04541	-0.07737	-0.1063	-0.1124	-0.08884	-0.03858	0.04341
YBR204C		0.2615	0.2526	0.2232	0.175	0.09312	-0.01112	-0.09717	-0.1447	-0.1675	-0.1763	-0.1751	-0.1574	-0.1182	-0.04526	0.03942	0.0893	0.08473	0.04934	0.001478	-0.06563	-0.1422	-0.1852	-0.1804	-0.1384	-0.05302
YBR205W	KTR3	-0.04123	0.05457	0.1162	0.1479	0.1449	0.1152	0.0831	0.04389	-0.008189	-0.05066	-0.06458	-0.05614	-0.04055	-0.03392	-0.03101	-0.01493	0.08382	0.2236	0.2546	0.06406	-0.2306	-0.4338	-0.4868	-0.4374	-0.2502
YBR206W		0.06583	0.06342	0.04883	0.02776	-0.005828	-0.04112	-0.04713	-0.003211	0.05587	0.07796	0.03257	-0.04323	-0.1002	-0.1134	-0.1016	-0.08043	-0.0572	-0.02861	0.005077	0.05399	0.1116	0.1528	0.1692	0.1659	0.1381
YBR207W	FTH1	-0.1889	-0.2682	-0.302	-0.2987	-0.2435	-0.1567	-0.0984	-0.09582	-0.1221	-0.1566	-0.1953	-0.2287	-0.2277	-0.174	-0.1006	-0.05574	-0.06961	-0.1146	-0.1524	-0.1659	-0.1714	-0.1806	-0.1963	-0.2144	-0.2364
YBR208C	DUR1,2	0.3441	0.3223	0.2822	0.2249	0.142	0.03629	-0.07452	-0.1814	-0.2905	-0.4062	-0.5476	-0.6683	-0.6757	-0.4956	-0.2205	-0.007246	0.06544	0.05772	0.02094	-0.02005	-0.06817	-0.1137	-0.1554	-0.2002	-0.251
YBR210W		0.02791	0.02778	0.02316	0.01749	0.01282	0.01162	0.01798	0.03584	0.05936	0.07804	0.08493	0.0794	0.06039	0.03074	0.005656	0.002692	0.02107	0.04209	0.05637	0.06809	0.07923	0.07708	0.05805	0.02361	-0.03143
YBR211C	AME1	-0.319	-0.2623	-0.223	-0.2009	-0.2078	-0.2351	-0.2521	-0.2353	-0.1998	-0.1724	-0.1717	-0.1872	-0.2031	-0.2006	-0.1854	-0.1779	-0.208	-0.26	-0.2865	-0.2545	-0.1962	-0.1622	-0.1688	-0.2068	-0.2887
YBR212W	NGR1	-0.1204	-0.1478	-0.1758	-0.2003	-0.2154	-0.2188	-0.2118	-0.1943	-0.171	-0.15	-0.1346	-0.1243	-0.1211	-0.1125	-0.09123	-0.06669	-0.06612	-0.09571	-0.1334	-0.1651	-0.1888	-0.2012	-0.2004	-0.193	-0.1881
YBR213W	MET8	0.35	0.3085	0.2722	0.2464	0.252	0.2828	0.303	0.2772	0.2137	0.1427	0.0847	0.04848	0.04684	0.08613	0.1362	0.1551	0.1181	0.05414	0.002068	-0.01499	-0.01221	-0.00844	-0.01019	-0.01357	-0.02183
YBR214W	SDS24	0.5219	0.5663	0.5532	0.4926	0.3719	0.2118	0.07281	-0.03017	-0.112	-0.1567	-0.1411	-0.08271	-0.02681	0.007958	0.03153	0.0416	0.02712	-0.003382	-0.02292	-0.02183	-0.0118	0.002099	0.02002	0.04278	0.06631
YBR215W	HPC2	0.05246	0.08083	0.1163	0.1517	0.1864	0.2109	0.2045	0.1569	0.09412	0.04994	0.03152	0.02061	0.01276	0.01369	0.0282	0.05053	0.07328	0.08968	0.09488	0.09413	0.09271	0.08583	0.07118	0.04715	0.01003
YBR216C		-0.0913	-0.009144	0.064	0.121	0.1569	0.1681	0.1492	0.09048	0.01695	-0.02436	-0.01347	0.01678	0.03418	0.02874	0.02138	0.0262	0.04319	0.06294	0.08543	0.1137	0.1426	0.1597	0.1613	0.1479	0.1133
YBR217W	APG12	0.02138	0.0312	0.0357	0.03329	0.02035	-0.002571	-0.03082	-0.06228	-0.0874	-0.09037	-0.06266	-0.02254	0.005622	0.01765	0.025	0.0267	0.0295	0.02893	0.007165	-0.05154	-0.1257	-0.1773	-0.1971	-0.1977	-0.1737
YBR218C	PYC2	0.2664	0.2895	0.2975	0.2905	0.2633	0.2172	0.1622	0.09701	0.03189	-0.006689	0.000467	0.03444	0.06456	0.08006	0.0877	0.08317	0.05963	0.02683	0.005327	0.005047	0.01836	0.03949	0.06599	0.09829	0.135
YBR219C		-0.1384	-0.1687	-0.1683	-0.1416	-0.06489	0.04052	0.1029	0.0706	-0.01562	-0.08864	-0.109	-0.1029	-0.1017	-0.1285	-0.1644	-0.178	-0.1566	-0.1187	-0.07971	-0.03441	0.01668	0.04934	0.05399	0.03219	-0.02352
YBR220C		0.213	0.3187	0.3979	0.4546	0.5069	0.553	0.5666	0.5012	0.3816	0.2879	0.2637	0.2741	0.2811	0.2652	0.2434	0.2316	0.2731	0.3303	0.2979	0.09983	-0.1699	-0.3605	-0.4283	-0.414	-0.2937
YBR221C	PDB1	-0.01019	0.05432	0.096	0.1187	0.1255	0.1204	0.1085	0.08053	0.03944	0.009381	0.008305	0.03008	0.06269	0.1015	0.1452	0.1864	0.2478	0.3142	0.3216	0.2159	0.05647	-0.05014	-0.0721	-0.0368	0.07351
YBR222C	FAT2	-0.1249	-0.0224	0.05122	0.1018	0.1358	0.1581	0.1725	0.1797	0.1734	0.1471	0.09027	0.02171	-0.02132	-0.02014	0.01054	0.05788	0.09974	0.1256	0.14	0.1632	0.1948	0.2079	0.1932	0.1521	0.07335
YBR223C		0.2142	0.1412	0.08363	0.04005	0.01761	0.01243	0.006739	-0.00762	-0.02284	-0.03275	-0.03417	-0.02556	-0.003112	0.04339	0.09913	0.1304	0.1105	0.05314	-0.01511	-0.08616	-0.1503	-0.1784	-0.1638	-0.12	-0.04895
YBR225W		0.4562	0.2565	0.1001	-0.01582	-0.08433	-0.1127	-0.1251	-0.1278	-0.1147	-0.09198	-0.05854	-0.02137	0.001171	0.007388	0.007659	0.001704	-0.005988	-0.02236	-0.06483	-0.1539	-0.2533	-0.2949	-0.2615	-0.176	-0.03152
YBR227C	MCX1	0.2042	0.1733	0.132	0.08283	0.01861	-0.0521	-0.1035	-0.1217	-0.1179	-0.1036	-0.07875	-0.04739	-0.02713	-0.02566	-0.03558	-0.05188	-0.086	-0.1285	-0.1428	-0.1036	-0.04081	-0.001427	0.001011	-0.02158	-0.07782
YBR228W		-0.04802	0.03489	0.08315	0.1002	0.07295	0.01467	-0.03194	-0.05094	-0.05157	-0.02894	0.02905	0.1012	0.1426	0.1325	0.09779	0.06411	0.04402	0.03122	0.02333	0.01402	0.005077	0.006355	0.02101	0.04628	0.08314
YBR229C	ROT2	0.1669	0.0632	-0.02714	-0.1012	-0.1618	-0.2059	-0.2221	-0.2002	-0.1493	-0.08628	-0.005358	0.08836	0.1612	0.1945	0.2006	0.1927	0.178	0.1575	0.135	0.1026	0.06388	0.04028	0.03857	0.05362	0.08897
YBR230C		0.5446	0.3877	0.2659	0.1759	0.1293	0.1163	0.101	0.05445	0.007539	0.0139	0.1211	0.2766	0.3836	0.3907	0.3408	0.2784	0.221	0.1653	0.1243	0.09581	0.08061	0.09643	0.1479	0.2296	0.3436
YBR231C		0.03373	0.09956	0.1375	0.1525	0.1343	0.09236	0.06101	0.05552	0.05975	0.06081	0.06588	0.08819	0.124	0.1548	0.1601	0.1328	0.06065	-0.02123	-0.04909	0.01281	0.1113	0.1769	0.1904	0.174	0.1203
YBR232C		-0.05772	0.07004	0.1564	0.2026	0.1914	0.1308	0.06081	-7.006e-05	-0.04903	-0.06949	-0.05374	-0.01585	0.02813	0.08633	0.1521	0.1871	0.1588	0.09173	0.03356	0.01042	0.01125	0.02792	0.05593	0.09323	0.1355
YBR233W	PBP2	-0.4478	-0.1117	0.1233	0.2614	0.2584	0.1369	0.001103	-0.09421	-0.1632	-0.2054	-0.222	-0.2158	-0.1885	-0.1273	-0.04985	-0.00239	-0.01642	-0.06403	-0.1026	-0.1039	-0.08422	-0.06795	-0.0641	-0.06938	-0.08972
YBR234C	ARC40	0.1928	0.3542	0.4489	0.4814	0.4333	0.3232	0.2115	0.1057	0.001058	-0.06083	-0.04099	0.03642	0.1183	0.1825	0.2288	0.2369	0.1856	0.104	0.0479	0.03098	0.03793	0.08094	0.1648	0.2841	0.4354
YBR235W		0.06402	0.001517	-0.03962	-0.06107	-0.05729	-0.03612	-0.01934	-0.02035	-0.0297	-0.03478	-0.02676	-0.01098	0.003825	0.01571	0.02886	0.04378	0.05787	0.06859	0.07658	0.08603	0.09701	0.1038	0.1046	0.09925	0.08502
